id	names_group	type	gender	frequency
92147359836	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359840	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359843	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359846	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359849	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359855	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359859	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359864	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359867	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359868	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359877	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359887	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359894	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359903	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359910	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359912	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359917	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359924	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359926	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359930	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359934	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359937	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359956	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359965	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147359969	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359973	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359978	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359986	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359987	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359994	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147359998	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360007	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360012	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360015	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360018	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360025	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360031	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360040	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360046	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360050	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360065	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360075	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360083	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360092	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360102	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360109	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360118	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360123	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360125	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360132	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360156	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360163	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360164	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360181	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360185	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360188	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360191	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360198	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360199	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360201	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360210	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360216	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360224	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360232	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360242	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360248	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360256	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360259	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360298	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360299	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360301	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360302	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360305	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360312	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360316	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360320	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360324	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360332	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360339	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360344	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360353	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360370	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360378	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360386	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360388	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360389	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360397	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360398	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360399	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360401	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360409	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360412	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360418	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360422	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360431	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360439	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360449	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360452	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360456	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360466	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360473	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360483	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360488	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360496	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360497	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360505	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
92147360861	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	b	1
92147360865	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360866	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360872	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360880	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360887	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360895	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
92147360898	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9215489877	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9221419176	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9229702971	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9240319108	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9251206543	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9254105579	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9260349986	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
927712983	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
928191196	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9288906143	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9297603475	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9299240783	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9303214758	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9307882877	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9321922030	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9330937663	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9337880775	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9342870749	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9347628724	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9350709652	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9355424219	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9363168612	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9372059833	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9374343023	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9375052472	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9391961608	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
939359749	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9396435961	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
940592359	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9408331728	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9409792556	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9422011688	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9423002791	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9451739357	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9462808050	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9468983423	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9469563707	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9470237979	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9480060307	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9484120234	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9494061521	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9496860590	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9506407445	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9516740147	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
95264397	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9534479850	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9534996114	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9556088774	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9569655551	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9581191811	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
958209983	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9587744652	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9597082929	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9609178536	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9609415243	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9637606852	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9657027400	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9667799830	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9671922100	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9683956364	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9686261355	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9688987316	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9697188827	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9709930337	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9719260432	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9724873043	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9727328651	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9741491310	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9749892976	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9750221586	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9757978914	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9762917372	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9769215322	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9778743758	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9794649491	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9802181658	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9808487450	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9829924005	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9832962557	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9833034999	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9847757873	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9851662598	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9859676261	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9868178937	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9868179889	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9870085407	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9906324863	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9916939383	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9924291862	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9933037566	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9933807514	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9940016733	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9944360972	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
9960124450	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	f	1
9978479741	idrinth_hev_high_elf_vampires_idrinth_all_elves	forename	m	1
99990999999993	names_brt_bretonnia	forename	m	0
99990999999994	names_brt_bretonnia	family_name	m	0
99990999999995	names_brt_bretonnia	clan_name	m	0
99990999999996	names_cst_vampire_coast	forename	m	0
99990999999997	names_cst_vampire_coast	family_name	m	0
99990999999998	names_cst_vampire_coast	clan_name	m	0
99990999999999	names_cth_cathay	forename	m	0
99991000000000	names_cth_cathay	family_name	m	0
99991000000001	names_cth_cathay	clan_name	m	0
99991000000002	names_def_dark_elves	forename	m	0
99991000000003	names_def_dark_elves	family_name	m	0
99991000000004	names_def_dark_elves	clan_name	m	0
99991000000005	names_emp_empire	forename	m	0
99991000000006	names_emp_empire	family_name	m	0
99991000000007	names_emp_empire	clan_name	m	0
99991000000008	names_hef_high_elves	forename	m	0
99991000000009	names_hef_high_elves	family_name	m	0
99991000000010	names_hef_high_elves	clan_name	m	0
99991000000011	names_ksl_kislev	forename	m	0
99991000000012	names_ksl_kislev	family_name	m	0
99991000000013	names_ksl_kislev	clan_name	m	0
99991000000014	names_vmp_vampire_counts	forename	m	0
99991000000015	names_vmp_vampire_counts	family_name	m	0
99991000000016	names_vmp_vampire_counts	clan_name	m	0
99991000000017	names_wef_wood_elves	forename	m	0
99991000000018	names_wef_wood_elves	family_name	m	0
99991000000019	names_wef_wood_elves	clan_name	m	0
