unit	military_group
idrinth_hev_high_elf_vampires_chapel_khaine_leader_vampire	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_kurnous_leader_vampire	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_kurnous_varghulf	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_asuryan_varghulf	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_khaine_varghulf	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_idrinthgeneral	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_stone_wolves	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_mixed	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_asuryan	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_khaine	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_kurnous	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_asuryan_leader	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_khaine_leader	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_kurnous_leader	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_cave_bats	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_shrine	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_wolves	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_hawks	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_outriders	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_asuryan_leader_vampire	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_khaine_leader_vampire	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_kurnous_leader_vampire	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_kurnous_varghulf	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_asuryan_varghulf	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_khaine_varghulf	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_idrinthgeneral	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_stone_wolves	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_dlc16_group_drycha
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_dlc16_group_drycha
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_dlc16_group_drycha
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_main_hef_imrik
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_main_hef_imrik
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_main_hef_imrik
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh2_dlc11_group_vampire_coast_sartosa
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh2_dlc11_group_vampire_coast_sartosa
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh2_dlc11_group_vampire_coast_sartosa
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh3_dlc25_group_elspeth
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh3_dlc25_group_elspeth
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh3_dlc25_group_elspeth
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh3_main_def_morathi
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh3_main_def_morathi
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh3_main_def_morathi
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_asuryan_large	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_khaine_large	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_kurnous_large	wh_main_group_empire_reikland
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_dlc16_group_drycha
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_main_hef_imrik
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh2_dlc11_group_vampire_coast_sartosa
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh3_dlc25_group_elspeth
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh3_main_def_morathi
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_empire_golden_order
idrinth_hev_high_elf_vampires_chapel_outriders_large	wh_main_group_empire_reikland
