agent	faction	subtype	mod_disabled
general	wh2_dlc15_hef_dragon_encounters	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc15_hef_imrik	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_emp_colonist_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_emp_empire_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_emp_empire_qb8	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_vmp_lahmian_sisterhood	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_drycha	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_sisters_of_twilight	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_waystone_faction_1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_waystone_faction_2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_waystone_faction_3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_wood_elves_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_wood_elves_qb5	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_wood_elves_qb6	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_dlc16_wef_wood_elves_qb7	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_brt_knights_of_origo	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_brt_knights_of_the_flame	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_brt_thegans_crusaders	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_bleak_holds	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_blood_hall_coven	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_clar_karond	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_cult_of_excess	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_cult_of_pleasure	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_cult_of_pleasure_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_dark_elves_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_deadwood_sentinels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_drackla_coven	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_ghrond	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_hag_graef	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_hag_graef_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_har_ganeth	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_har_ganeth_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_karond_kar	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_naggarond	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_naggarond_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_scourge_of_khaine	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_ssildra_tor	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_def_the_forgebound	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_emp_new_world_colonies	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_emp_new_world_colonies_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_emp_pirates_of_sartosa	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_emp_pirates_of_sartosa_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_emp_sudenburg	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_avelorn	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_caledor	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_chrace	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_citadel_of_dusk	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_cothique	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_eataine	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_eataine_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_ellyrion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_fortress_of_dawn	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb5	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb6	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb7	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_qb8	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_high_elves_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_nagarythe	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_order_of_loremasters	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_saphery	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_tiranoc	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_tor_elasor	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_hef_yvresse	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_vmp_necrarch_brotherhood	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_vmp_strygos_empire	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_vmp_the_silver_host	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_main_wef_bowmen_of_oreon	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_twa03_def_rakarth	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh2_twa03_def_rakarth_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc20_brt_march_of_couronne	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc21_cst_dead_flag_fleet	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc21_vmp_jiangshi_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc21_wef_spirits_of_shanlin	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc24_cst_vampire_coast_bloated_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc24_cth_the_celestial_court	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc25_vmp_the_court_of_night	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc25_vmp_vampire_counts_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc25_wef_wood_elves_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc26_cst_vampire_coast_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc26_cst_vampire_coast_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc26_def_dark_elves_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc26_hef_high_elves_invasion	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc26_vmp_templehof_qb	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_brt_bretonnia_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_cth_cathay_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_def_dark_elves_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_emp_empire_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_hef_aislinn	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_hef_aislinn_confederation_owner	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_hef_high_elves_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_teb_tilea_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_dlc27_wef_wood_elves_dm	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_brt_aquitaine	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cst_dread_rock_privateers	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_burning_wind_nomads	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_cathay_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_cathay_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_cathay_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_cathay_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_cathay_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_celestial_loyalists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_dissenter_lords_of_jinshen	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_eastern_river_lords	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_imperial_wardens	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_rebel_lords_of_nan_yang	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_the_jade_custodians	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_the_northern_provinces	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_cth_the_western_provinces	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_emp_cult_of_sigmar	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_ie_vmp_sires_of_mourkain	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_tmb_deserters_of_khatep	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_vmp_caravan_of_blue_roses	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_vmp_lahmian_sisterhood	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_vmp_nagashizzar	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_main_wef_laurelorn	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_prologue_dervingard_garrison	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh3_prologue_kislev_expedition	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_brt_brionne	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_brt_gisoroux	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_brt_montfort	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_brt_quenelles	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_anmyr	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_argwylon	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_arranoc	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_atylwyth	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_cavaroc	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_cythral	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_fyr_darric	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_modryn	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_tirsyth	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_torgovann	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wood_elves	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wood_elves_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wood_elves_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wood_elves_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wood_elves_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_dlc05_wef_wydrioth	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_artois	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bastonne	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bordeleaux	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_bretonnia_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_carcassonne	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_lyonesse	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_brt_parravon	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_averland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb5	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_qb_intro	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_rebels_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_empire_separatists	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_hochland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_marienburg	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_marienburg_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_middenland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_nordland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_ostermark	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_ostland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_stirland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_talabecland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_emp_wissenland	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_border_princes	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_border_princes_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_border_princes_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_estalia	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_estalia_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_estalia_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_tilea	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_tilea_mp	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_teb_tilea_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_mousillon	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_rival_sylvanian_vamps	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_schwartzhafen	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_counts	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_counts_qb1	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_counts_qb2	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_counts_qb3	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_counts_qb4	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_vampire_rebels	idrinth_hev_high_elf_vampires_idrinthgeneral	false
general	wh_main_vmp_waldenhof	idrinth_hev_high_elf_vampires_idrinthgeneral	false
