building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
idrinth_hev_high_elf_vampires_horde_3	idrinth_unit_capacity_chapel_asuryan_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	idrinth_unit_capacity_chapel_khaine_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	idrinth_unit_capacity_chapel_kurnous_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	wh_main_effect_hordebuilding_growth_core		force_to_force_own	15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	wh_main_effect_region_resource_furs_production		region_to_faction_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	wh_main_effect_economy_gdp_other		region_to_faction_own	115.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	wh_main_effect_force_stat_ammunition		force_to_force_own	20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_region_resource_medicine_production		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_force_stat_vigour_loss_reduction		force_to_force_own	-20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_force_army_campaign_attrition_all_resistance		force_to_force_own	-5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_economy_gdp_other		building_to_faction_own	600.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_3	wh_main_effect_technology_research_rate_mod		building_to_faction_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	wh_main_effect_public_order_base		force_building_to_regions_in_sphere_of_influence_any	20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	wh_main_effect_force_all_campaign_reinforcement_range		force_to_force_own	40.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_stat_ammunition		force_to_force_own	40.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_all_campaign_recruitment_cost		force_to_force_own	-40.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_economy_gdp_other		building_to_faction_own	400.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_stat_armour		force_to_force_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_stat_missile_damage		force_to_force_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_3	wh_main_effect_force_stat_weapon_strength		force_to_force_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	wh_main_effect_unit_recruitment_points		force_to_force_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	idrinth_unit_capacity_chapel_asuryan_guard		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	idrinth_unit_capacity_chapel_khaine_guard		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	idrinth_unit_capacity_chapel_kurnous_guard		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	wh_main_effect_hordebuilding_growth_core		force_to_force_own	18.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	wh_main_effect_region_resource_furs_production		region_to_faction_own	16.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	wh_main_effect_economy_gdp_other		region_to_faction_own	235.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_4	wh_main_effect_force_stat_ammunition		force_to_force_own	25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_region_resource_medicine_production		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_force_stat_vigour_loss_reduction		force_to_force_own	-25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_force_army_campaign_attrition_all_resistance		force_to_force_own	-10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_economy_gdp_other		building_to_faction_own	1200.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_4	wh_main_effect_technology_research_rate_mod		building_to_faction_own	16.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	8.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	wh_main_effect_public_order_base		force_building_to_regions_in_sphere_of_influence_any	25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	wh_main_effect_force_all_campaign_reinforcement_range		force_to_force_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_stat_ammunition		force_to_force_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_all_campaign_recruitment_cost		force_to_force_own	-50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_economy_gdp_other		building_to_faction_own	800.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_stat_armour		force_to_force_own	16.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_stat_missile_damage		force_to_force_own	16.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_4	wh_main_effect_force_stat_weapon_strength		force_to_force_own	16.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	idrinth_unit_capacity_chapel_outriders		region_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	wh_main_effect_region_resource_wine_production		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_3	wh_main_effect_economy_gdp_other		building_to_faction_own	1550.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	idrinth_unit_capacity_chapel_outriders		region_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	wh_main_effect_region_resource_wine_production		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_4	wh_main_effect_economy_gdp_other		building_to_faction_own	3150.0000	0.0000	0.0000
